"","id","training_condition"
"282","id0177","training_receiver_others"
"283","id0177","training_receiver_others"
"284","id0177","training_receiver_others"
"285","id0177","training_receiver_others"
"286","id0178","training_receiver_self"
"287","id0178","training_receiver_self"
"288","id0179","training_receiver_self"
"289","id0180","training_receiver_self"
"290","id0180","training_receiver_self"
"291","id0181","training_receiver_self"
"292","id0182","training_receiver_self"
"293","id0183","training_receiver_others"
"294","id0184","training_receiver_others"
"295","id0184","training_receiver_others"
"296","id0185","control"
"297","id0185","control"
"298","id0186","training_receiver_self"
"299","id0187","control"
"300","id0188","training_receiver_others"
"301","id0188","training_receiver_others"
"302","id0189","training_receiver_self"
"303","id0190","control"
"304","id0191","training_receiver_self"
"305","id0192","training_receiver_self"
"306","id0193","training_receiver_self"
"307","id0193","training_receiver_self"
"308","id0194","control"
"309","id0195","control"
"310","id0196","training_receiver_self"
"311","id0196","training_receiver_self"
"312","id0197","training_receiver_self"
"313","id0198","control"
"314","id0198","control"
"315","id0198","control"
"316","id0199","control"
"317","id0200","control"
"318","id0201","control"
"319","id0202","control"
"320","id0203","training_receiver_self"
"321","id0204","training_receiver_self"
"322","id0205","control"
"323","id0206","control"
"324","id0207","control"
"325","id0208","control"
"326","id0209","training_receiver_self"
"327","id0210","control"
"328","id0211","control"
"329","id0212","training_receiver_others"
"330","id0213","training_receiver_others"
"331","id0214","training_receiver_self"
"332","id0215","training_receiver_self"
"333","id0216","control"
"334","id0217","training_receiver_self"
"335","id0218","control"
"336","id0219","control"
"337","id0220","training_receiver_self"
"338","id0221","control"
"339","id0222","training_receiver_others"
"340","id0223","training_receiver_self"
"341","id0224","control"
"342","id0225","training_receiver_self"
"343","id0226","training_receiver_others"
"344","id0226","training_receiver_others"
"345","id0227","training_receiver_others"
"346","id0228","training_receiver_self"
"347","id0229","training_receiver_others"
"348","id0229","training_receiver_others"
"349","id0230","control"
"350","id0230","control"
"351","id0231","training_receiver_others"
"352","id0232","training_receiver_others"
"353","id0232","training_receiver_others"
"354","id0232","training_receiver_others"
"355","id0233","training_receiver_others"
"356","id0233","training_receiver_others"
"357","id0233","training_receiver_others"
"358","id0233","training_receiver_others"
"359","id0234","training_receiver_others"
"360","id0234","training_receiver_others"
"361","id0235","control"
"362","id0236","control"
"363","id0237","training_receiver_others"
"364","id0238","control"
"365","id0239","control"
"366","id0239","control"
"367","id0239","control"
"368","id0239","control"
"369","id0239","control"
"370","id0239","control"
"371","id0240","training_receiver_self"
"372","id0240","training_receiver_self"
"373","id0240","training_receiver_self"
"374","id0241","training_receiver_self"
"375","id0242","training_receiver_others"
"376","id0243","control"
"377","id0244","training_receiver_self"
"378","id0244","training_receiver_self"
"379","id0245","control"
"380","id0246","control"
"381","id0247","control"
"382","id0248","control"
"383","id0249","control"
"384","id0250","training_receiver_others"
"385","id0251","training_receiver_others"
"386","id0251","training_receiver_others"
"387","id0252","control"
"388","id0253","training_receiver_self"
"389","id0254","training_receiver_self"
"390","id0255","control"
"391","id0256","training_receiver_self"
"392","id0257","control"
"393","id0258","training_receiver_self"
"394","id0259","control"
"395","id0260","training_receiver_self"
"396","id0261","control"
"397","id0262","training_receiver_self"
"398","id0263","training_receiver_others"
"399","id0264","training_receiver_others"
"400","id0265","control"
"401","id0266","training_receiver_others"
"402","id0267","training_receiver_self"
"403","id0268","training_receiver_self"
"404","id0269","control"
"405","id0270","training_receiver_others"
"406","id0271","control"
"407","id0272","control"
"408","id0273","control"
"409","id0274","control"
"410","id0275","training_receiver_self"
"411","id0276","control"
"412","id0277","training_receiver_self"
"413","id0277","training_receiver_self"
"414","id0278","training_receiver_self"
"415","id0279","training_receiver_others"
"416","id0280","training_receiver_self"
"417","id0281","training_receiver_self"
"418","id0281","training_receiver_self"
"419","id0282","training_receiver_self"
"420","id0283","control"
"421","id0284","training_receiver_self"
"422","id0284","training_receiver_self"
"423","id0285","training_receiver_others"
"424","id0286","training_receiver_others"
"425","id0287","training_receiver_others"
"426","id0287","training_receiver_others"
"427","id0287","training_receiver_others"
"428","id0288","training_receiver_others"
"429","id0288","training_receiver_others"
"430","id0289","control"
"431","id0290","training_receiver_self"
"432","id0290","training_receiver_self"
"433","id0291","training_receiver_self"
"434","id0291","training_receiver_self"
"435","id0292","training_receiver_others"
"436","id0292","training_receiver_others"
"437","id0293","training_receiver_others"
"438","id0294","training_receiver_others"
"439","id0295","control"
"440","id0296","training_receiver_self"
"441","id0297","training_receiver_self"
"442","id0297","training_receiver_self"
"443","id0297","training_receiver_self"
"444","id0298","training_receiver_others"
"445","id0299","control"
"446","id0300","training_receiver_self"
"447","id0301","training_receiver_others"
"448","id0302","training_receiver_self"
"449","id0303","training_receiver_others"
"450","id0304","control"
"451","id0305","training_receiver_others"
"452","id0306","control"
"453","id0307","training_receiver_self"
"454","id0308","training_receiver_self"
"455","id0309","control"
"456","id0310","training_receiver_self"
"457","id0310","training_receiver_self"
"458","id0310","training_receiver_self"
"459","id0310","training_receiver_self"
"460","id0310","training_receiver_self"
"461","id0311","control"
"462","id0311","control"
"463","id0311","control"
"464","id0311","control"
"465","id0311","control"
"466","id0311","control"
"467","id0312","training_receiver_others"
"468","id0312","training_receiver_others"
"469","id0313","control"
"470","id0314","control"
"471","id0315","control"
"472","id0316","control"
"473","id0317","training_receiver_others"
"474","id0318","training_receiver_self"
"475","id0318","training_receiver_self"
"476","id0319","training_receiver_self"
"477","id0320","control"
"478","id0321","training_receiver_others"
"479","id0321","training_receiver_others"
"480","id0321","training_receiver_others"
"481","id0321","training_receiver_others"
"482","id0321","training_receiver_others"
"483","id0322","control"
"484","id0323","control"
"485","id0324","control"
"486","id0325","training_receiver_others"
"487","id0326","control"
"488","id0327","training_receiver_others"
"489","id0327","training_receiver_others"
"490","id0328","training_receiver_self"
"491","id0328","training_receiver_self"
"492","id0328","training_receiver_self"
"493","id0328","training_receiver_self"
"494","id0328","training_receiver_self"
"495","id0328","training_receiver_self"
"496","id0328","training_receiver_self"
"497","id0329","training_receiver_others"
"498","id0330","training_receiver_self"
"499","id0331","training_receiver_self"
"500","id0332","training_receiver_self"
"501","id0333","training_receiver_others"
"502","id0334","control"
"503","id0335","control"
"504","id0336","training_receiver_self"
"505","id0337","control"
"506","id0338","training_receiver_others"
"507","id0339","control"
"508","id0340","control"
"509","id0341","control"
"510","id0342","training_receiver_self"
"511","id0343","control"
"512","id0344","control"
"513","id0345","control"
"514","id0346","training_receiver_others"
"515","id0346","training_receiver_others"
"516","id0346","training_receiver_others"
"517","id0346","training_receiver_others"
"518","id0346","training_receiver_others"
"519","id0347","control"
"520","id0348","training_receiver_self"
"521","id0348","control"
"522","id0349","training_receiver_self"
"523","id0349","training_receiver_self"
"524","id0350","training_receiver_others"
"525","id0350","training_receiver_others"
"526","id0350","training_receiver_others"
"527","id0351","training_receiver_others"
"528","id0352","training_receiver_self"
"529","id0353","training_receiver_others"
"530","id0353","training_receiver_others"
"531","id0354","control"
"532","id0354","control"
"533","id0355","training_receiver_self"
"534","id0355","training_receiver_self"
"535","id0355","training_receiver_self"
"536","id0356","training_receiver_self"
"537","id0357","training_receiver_others"
"538","id0357","training_receiver_others"
"539","id0358","control"
"540","id0359","training_receiver_self"
"541","id0360","training_receiver_self"
"542","id0361","control"
"543","id0361","control"
"544","id0362","training_receiver_self"
"545","id0363","training_receiver_others"
"546","id0363","training_receiver_others"
"547","id0364","training_receiver_others"
"548","id0365","training_receiver_others"
"549","id0366","training_receiver_others"
"550","id0367","control"
"551","id0368","training_receiver_self"
"552","id0368","training_receiver_self"
"553","id0368","training_receiver_self"
"554","id0369","training_receiver_self"
"555","id0369","training_receiver_self"
"556","id0369","training_receiver_self"
"557","id0369","training_receiver_self"
"558","id0370","training_receiver_others"
"559","id0370","training_receiver_others"
"560","id0371","training_receiver_self"
"561","id0372","training_receiver_self"
"562","id0373","training_receiver_self"
"563","id0373","training_receiver_self"
"564","id0373","training_receiver_self"
"565","id0374","training_receiver_others"
"566","id0375","control"
"567","id0376","control"
"568","id0377","control"
"569","id0378","training_receiver_self"
"570","id0378","training_receiver_self"
"571","id0378","training_receiver_self"
"572","id0378","training_receiver_self"
"573","id0379","training_receiver_self"
"574","id0380","control"
"575","id0381","training_receiver_others"
"576","id0382","training_receiver_self"
"577","id0383","training_receiver_self"
"578","id0384","training_receiver_self"
"579","id0385","control"
"580","id0386","training_receiver_others"
"581","id0387","training_receiver_others"
"582","id0388","control"
"583","id0389","control"
"584","id0390","control"
"585","id0391","training_receiver_self"
"586","id0392","training_receiver_others"
"587","id0393","control"
"588","id0394","training_receiver_self"
"589","id0395","training_receiver_self"
"590","id0396","control"
"591","id0397","training_receiver_self"
"592","id0397","training_receiver_self"
"593","id0398","training_receiver_self"
"594","id0398","training_receiver_self"
"595","id0399","control"
"596","id0400","training_receiver_others"
"597","id0401","control"
"598","id0402","training_receiver_self"
"599","id0402","training_receiver_self"
"600","id0403","training_receiver_self"
"601","id0404","control"
"602","id0404","control"
"603","id0404","control"
"604","id0405","training_receiver_others"
"605","id0406","control"
"606","id0407","control"
"607","id0408","training_receiver_others"
"608","id0409","training_receiver_others"
"609","id0410","training_receiver_self"
"610","id0411","training_receiver_self"
"611","id0412","training_receiver_others"
"612","id0413","training_receiver_others"
"613","id0414","training_receiver_self"
"614","id0414","training_receiver_self"
"615","id0415","training_receiver_self"
"616","id0416","control"
"617","id0417","training_receiver_others"
"618","id0418","training_receiver_self"
"619","id0418","training_receiver_others"
"620","id0418","training_receiver_others"
"621","id0418","training_receiver_others"
"622","id0418","training_receiver_others"
"623","id0419","training_receiver_self"
"624","id0420","training_receiver_self"
"625","id0421","control"
"626","id0422","control"
"627","id0423","training_receiver_self"
"628","id0424","control"
"629","id0425","training_receiver_self"
"630","id0425","training_receiver_self"
"631","id0426","training_receiver_others"
"632","id0427","training_receiver_self"
"633","id0427","training_receiver_self"
"634","id0428","control"
"635","id0429","training_receiver_self"
"636","id0429","training_receiver_self"
"637","id0429","control"
