"","id","age","gender","training_condition","outcome","money_won","time_elapsed","strategy","know_ug","ug_strategy"
"27","id0033",38,"Male","training_receiver_self",1,0.05,599512,"accept all offers.  it's better than nothing.","Question not asked","Question not asked"
"28","id0034",22,"female","training_receiver_self",3,0.15,1611717,"no","Question not asked","Question not asked"
"29","id0035",36,"Female","training_receiver_self",0,0,647424,"I was just using a fairness factor in accepting or rejecting an offer.","Question not asked","Question not asked"
"30","id0036",23,"Female","training_receiver_self",5,0.25,896161,"Not really. My only ""strategy"" was to accept the offer if I received more than $1 just because accepting any amount of money is better than none.","Question not asked","Question not asked"
"31","id0037",22,"Female","control",5,0.25,388743,"I accepted every offer. The only offer I would have refused is the AI keeping all 10 dollars, as then no human would have benefitted. In all other situations, someone benefits from me accepting, so I accept, even if that person is not me.","Question not asked","Question not asked"
"32","id0038",29,"Male","training_receiver_self",0,0,1273444,"I accepted offers rom 4 dollars","Question not asked","Question not asked"
"33","id0042",20,"female","training_receiver_self",6,0.3,523916,"I accepted offers that were closer to an equal split of money.","Question not asked","Question not asked"
"34","id0043",21,"Male","training_receiver_self",0,0,557077,"Fair or favorable offers were accepted","Question not asked","Question not asked"
"35","id0044",20,"Female","control",0,0,450043,"Yes if it's ai I said yes every time, if it was a person and they wanted 7  or more dollars I rejected","Question not asked","Question not asked"
"36","id0045",41,"f","control",1,0.05,356827,"Knowing that a rejection means I earn nothing, I felt I was motivated to accept ANY offer, even if it was low or unfair","Question not asked","Question not asked"
"37","id0047",33,"Female","control",4,0.2,419668,"Accept all AI offers because robots don't get money","Question not asked","Question not asked"
"38","id0048",38,"female","training_receiver_self",5,0.25,524182,"if i get under $2 i reject","Question not asked","Question not asked"
"39","id0049",44,"Female","control",6,0.3,580751,"My approach was to accept anything within the 60/40 or 40/60 range. I also assumed that if I was offered more, they would guess that I would accept that offer, so I woud have accepted any higher ratios in my favor.","Question not asked","Question not asked"
"40","id0050",63,"Female","control",2,0.1,395160,"Something is better than nothing.","Question not asked","Question not asked"
"41","id0051",42,"F","training_receiver_self",3,0.15,597613,"accept any offer over 0","Question not asked","Question not asked"
"42","id0052",23,"female","control",0,0,808802,"no","Question not asked","Question not asked"
"43","id0054",43,"female","training_receiver_self",4,0.2,1390716,"very interesting","Question not asked","Question not asked"
"44","id0055",43,"female","training_receiver_self",0,0,652375,"I rejected all offers that awarded me less.  If it was an equal amount or higher I accepted the offer.","Question not asked","Question not asked"
"45","id0056",39,"female","control",0,0,547001,"If the offer was equal or in my favor, I accepted it","Question not asked","Question not asked"
"46","id0057",42,"F","control",0,0,445511,"I accepted anything $3 and above","Question not asked","Question not asked"
"47","id0058",40,"female","control",6,0.3,399799,"I usually rejected anything where I would earn $3 or less.","Question not asked","Question not asked"
"48","id0059",24,"Female","training_receiver_self",6,0.3,551220,"I choose the ones I considered fair for both parties ","Question not asked","Question not asked"
"49","id0060",25,"female","training_receiver_self",3,0.15,793735,"I wanted to train the AI to accept the lower offer so that next week I get higher as the proposer","Question not asked","Question not asked"
"50","id0062",34,"female","training_receiver_self",6,0.3,1204442,"accepted anything at $5 to be fair","Question not asked","Question not asked"
"51","id0063",3,"MALE","training_receiver_self",6,0.3,735865,"I was not going to accept anything less than $5","Question not asked","Question not asked"
"52","id0064",43,"female","control",6,0.3,418060,"I'm a generous person. I'd rather see someone get paid than be vindictive even if it is a bot.","Question not asked","Question not asked"
"53","id0065",47,"male","control",0,0,1383646,"Yes my strategies was to accecpt something balanced like around 2-3$ away from the responder offer.","Question not asked","Question not asked"
"54","id0066",39,"male","control",1,0.05,735702,"no","Question not asked","Question not asked"
"55","id0067",34,"female","training_receiver_self",0,0,1517120,"Since it will be flipped I did the opposite.","Question not asked","Question not asked"
"56","id0068",60,"female","training_receiver_self",2,0.1,780424,"not accept to low","Question not asked","Question not asked"
"57","id0069",27,"male","control",0,0,643306,"i made sure not to accept an offer with an amount that was less than 4","Question not asked","Question not asked"
"58","id0070",27,"male","training_receiver_self",4,0.2,680876,"If i received $4 or more.","Question not asked","Question not asked"
"59","id0071",77,"female","control",6,0.3,501334,"Yes, 4 was the minimum I would take ","Question not asked","Question not asked"
"60","id0072",39,"Female","control",3,0.15,552640,"None at all. ","Question not asked","Question not asked"
"61","id0073",29,"Female","training_receiver_self",5,0.25,630455,"I didn't accept any offer where my amount was lower than their amount","Question not asked","Question not asked"
"62","id0074",42,"female","training_receiver_self",0,0,637877,"to make sure it was somewhat fair","Question not asked","Question not asked"
"63","id0075",42,"Female","training_receiver_self",0,0,1409567,"Yes, I accept at least 50% or more share","Question not asked","Question not asked"
"64","id0076",36,"female","control",4,0.2,1319868,"not really just went with gut recation","Question not asked","Question not asked"
"65","id0077",31,"Female","control",1,0.05,515677,"I would rather accept the offer and get something every time then not to get anything at all.","Question not asked","Question not asked"
"66","id0078",30,"Female","training_receiver_self",3,0.15,878439,"I didn't have a straregy. I was scared of getting no money for regecting any offer so I accepted most of them","Question not asked","Question not asked"
"67","id0079",39,"Female","control",4,0.2,299885,"If I felt it was relatively fair","Question not asked","Question not asked"
"68","id0080",38,"male","control",4,0.2,894457,"NO i didn't ","Question not asked","Question not asked"
"69","id0081",52,"female","control",0,0,450782,"The proposal needed be be at least half the split","Question not asked","Question not asked"
"70","id0082",27,"Female","control",0,0,353728,"I was going to accept offers that were 50-50","Question not asked","Question not asked"
"71","id0084",36,"Male","control",0,0,1769212,"I wanted to earn more, so if my amount is high then I accept","Question not asked","Question not asked"
"72","id0085",57,"Male","control",0,0,499724,"i decided I would accept nothing less than 40%","Question not asked","Question not asked"
"73","id0086",55,"male","control",5,0.25,764934," best accept any money","Question not asked","Question not asked"
"74","id0087",53,"female","training_receiver_self",5,0.25,942385,"I accepted almost all of $4 and all above $4.","Question not asked","Question not asked"
"75","id0088",39,"Male","training_receiver_self",6,0.3,639059,"My strategy was to accept every other so that regardless of which one was picked at the end I would always receive a bonus.","Question not asked","Question not asked"
"76","id0089",47,"female","control",4,0.2,372545,"I did not pick the 2 or 1 offers","Question not asked","Question not asked"
"77","id0090",59,"male","training_receiver_self",5,0.25,795466,"I did not have any strategies.","Question not asked","Question not asked"
"78","id0092",44,"Male","control",3,0.15,485267,"I had no opinion on AI vs actual player.  My strategy was more based on the amount.  If they shared less then 3 I rather get nothing due to the level of greed.","Question not asked","Question not asked"
"79","id0093",21,"Male","training_receiver_self",5,0.25,630636,"Accepting an offer would always result in me earning money, while rejecting one would ensure I didn't. Another advantage to accepting all offers was that when I encounter this AI in the follow-up, I can give it ""unfair"" offers and it will be trained to accept them all.","Question not asked","Question not asked"
"80","id0094",30,"female","training_receiver_self",4,0.2,469952,"accept anything at least $4","Question not asked","Question not asked"
"81","id0095",28,"Female","training_receiver_self",5,0.25,550006,"Not accepting too low of offers","Question not asked","Question not asked"
"82","id0096",53,"male","control",1,0.05,458320,"I could train the AI but can't train the human, accepted any human offers","Question not asked","Question not asked"
"83","id0097",21,"male","control",6,0.3,485193,"not really, I just decided on the spot","Question not asked","Question not asked"
"84","id0098",29,"Male","control",0,0,494562,"I did not want to earn less than my opponent. it is either our share is equal or mine is more","Question not asked","Question not asked"
"85","id0099",21,"woman","training_receiver_self",0,0,486046," ","Question not asked","Question not asked"
"86","id0101",36,"female","control",0,0,302762,"n/a","Question not asked","Question not asked"
"87","id0102",23,"female","training_receiver_self",0,0,760473,"My strategy was to aacept equal share or more and reject less share","Question not asked","Question not asked"
"88","id0104",49,"female","training_receiver_self",5,0.25,611285,"no","Question not asked","Question not asked"
"89","id0105",55,"male","training_receiver_self",6,0.3,1004961,"If $10 was more or less equally split, then I would generally accept. ","Question not asked","Question not asked"
"90","id0106",29,"MALE","control",5,0.25,515290,"JUST ACCEPT THE REASONABLE OFFERS","Question not asked","Question not asked"
"91","id0107",51,"Male","control",6,0.3,416230,"I rejected those offers which were exceptionally one-sided. Greed should not be rewarded.","Question not asked","Question not asked"
"92","id0108",42,"female","control",5,0.25,328674,"Accept if I get 3 dollars or more, and accept all AI offers.","Question not asked","Question not asked"
"93","id0109",28,"Female","control",0,0,395727,"My strategy was that the offer needed to be equal or one less than equal for me to accept it.","Question not asked","Question not asked"
"94","id0111",34,"Female","control",0,0,389073,"I only accepted if the offer was $3 or above","Question not asked","Question not asked"
"95","id0112",35,"Male","control",3,0.15,681017,"Based on instincts","Question not asked","Question not asked"
"96","id0113",33,"M","training_receiver_self",6,0.3,431107,"Any where the split seemed fair (eg. <$3 for me)","Question not asked","Question not asked"
"97","id0114",39,"Male","training_receiver_self",0,0,592826,"If the offer was too uneven I rejected the offer. ","Question not asked","Question not asked"
"98","id0115",35,"male","control",0,0,382630,"I wasn't going to accept an offer when I made less than the other person","Question not asked","Question not asked"
"99","id0116",21,"Female","control",4,0.2,376239,"I would accept the offers that were more fair","Question not asked","Question not asked"
"100","id0117",22,"Male","control",0,0,349551,"I didn't have any strategy, just accept the offer based on if the amount was worth it","Question not asked","Question not asked"
"101","id0118",27,"male","control",6,0.3,388584,"Anything about $4 for me was a yes.","Question not asked","Question not asked"
"102","id0119",49,"female","control",0,0,409437,"I chose not to accept anything less than $4, it was an arbitrary amount but seemed fair.","Question not asked","Question not asked"
"103","id0120",26,"Woman","training_receiver_self",0,0,826161,"If the offers were somewhat fair I accepted them","Question not asked","Question not asked"
"104","id0121",37,"male","control",5,0.25,769150,"i just decided to accept what sounded good to me and reject the others. ","Question not asked","Question not asked"
"105","id0123",43,"Male","control",0,0,475942,"Anything $3 or more I accepted","Question not asked","Question not asked"
"106","id0124",29,"Female","training_receiver_self",3,0.15,806174,"I felt like anything less than 3 dollars wasn't worth accepting. ","Question not asked","Question not asked"
"107","id0125",70,"Male","control",0,0,543065,"Reject the offer is it was less than half the total.","Question not asked","Question not asked"
"108","id0126",33,"female","training_receiver_self",2,0.1,939299,"i accepted all","Question not asked","Question not asked"
"109","id0127",32,"Male","control",6,0.3,1518275,"No","Question not asked","Question not asked"
"110","id0128",51,"male","control",5,0.25,441444,"I punished any Prolific participant who only offered $2 or less.  ","Question not asked","Question not asked"
"111","id0129",25,"Female","control",0,0,604445,"I rejected if what I was offered was $1, and accepted if it was $2 .","Question not asked","Question not asked"
"112","id0130",35,"female","control",5,0.25,667823,"I was open to any AI offer because it is not really a person. For humans, I was not awarding their greed. So I was refusing offers where they took nearly everything","Question not asked","Question not asked"
"113","id0131",26,"Female","control",5,0.25,543102,"I felt that it would be better to accept any amount of money rather than no one getting any amount of money by declining the amount offered. ","Question not asked","Question not asked"
"114","id0132",31,"Male","training_receiver_self",0,0,1260387,"I had followed a strategy where my share will be higher. If I get a higher share then I am accepting the offers.","Question not asked","Question not asked"
"115","id0133",29,"nonbinary","control",0,0,351121,"i accepted offers that offered me at least 40%","Question not asked","Question not asked"
"116","id0134",48,"Female","training_receiver_self",0,0,636735,"Will not accept anything lower than 4 dollars","Question not asked","Question not asked"
"117","id0136",32,"Male","training_receiver_self",6,0.3,510668,"Not really","Question not asked","Question not asked"
"118","id0137",45,"Male","training_receiver_self",4,0.2,714600,"Not at first, but after a while I decided to at least accept 20% or more.","Question not asked","Question not asked"
"119","id0138",23,"female","training_receiver_self",5,0.25,435004,"I didn't want to accept anything lower than $4","Question not asked","Question not asked"
"120","id0140",30,"male","training_receiver_self",0,0,530118,"the ratios between 50:50 and 60:40 seems fair","Question not asked","Question not asked"
"121","id0141",25,"Male","control",6,0.3,687123,"Agreement","Question not asked","Question not asked"
"122","id0142",32,"Female","control",0,0,576759,"I feel like I picked indiscrimenently, except for the instances that were even split or the money was a larger favor toward me.","Question not asked","Question not asked"
"123","id0143",36,"male","control",0,0,366693,"fairness","Question not asked","Question not asked"
"124","id0144",70,"Male","control",4,0.2,431911,"It took me a few trials, but I decided to only accept amounts more than $3. I was assuming that there might be some learning that I was going to reject anything less than that.","Question not asked","Question not asked"
"125","id0145",44,"Male","training_receiver_self",0,0,559435,"Accept a minimum of an equal split.","Question not asked","Question not asked"
"126","id0146",27,"Male","control",3,0.15,392539,"As long as I was offered at least 1 dollar I would accept. This is due to the fact that if I disagreed at all I would get nothing. So anything above 0 is profitable.","Question not asked","Question not asked"
"127","id0147",25,"female","control",0,0,318521,"I wanted the split to be somewhat fair.","Question not asked","Question not asked"
"128","id0148",35,"Male","training_receiver_self",0,0,583242,"Choosing the bigger amount for myself or an even amount between both of us","Question not asked","Question not asked"
"129","id0149",27,"Female","control",0,0,335432,"If they were equal or higher, I accepted","Question not asked","Question not asked"
"130","id0150",38,"Male","control",6,0.3,514815,"If i would get something out of the offer i mostly accepted it, sometimes i declined if the offer didn't seem fair..","Question not asked","Question not asked"
"131","id0151",52,"female","training_receiver_self",0,0,525038,"If I was going to receive at least half of the money, I accepted the offer. If not, I rejected it.","Question not asked","Question not asked"
"132","id0153",40,"female","training_receiver_self",0,0,603594,"I chose to keep $5 or above as the offers","Question not asked","Question not asked"
"133","id0154",40,"female","control",0,0,405708,"no","Question not asked","Question not asked"
"134","id0155",47,"female","control",6,0.3,337629,"I chose the more fair options","Question not asked","Question not asked"
"135","id0156",48,"male","control",5,0.25,562205,"I make sure I reject an insignificant money","Question not asked","Question not asked"
"136","id0157",49,"Female","control",2,0.1,384124,"I didn't like when they offered me $1, but $1 is better than none.  For that reason, I accepted all offers.","Question not asked","Question not asked"
"137","id0158",31,"female","control",0,0,430168,"it has to be at least almost equal","Question not asked","Question not asked"
"138","id0159",29,"Cisgender woman","training_receiver_self",0,0,695830,"I accepted any offer of $4 or more. ","Question not asked","Question not asked"
"139","id0161",24,"Male","control",5,0.25,480610,"Yes. I was most likely to accept the offer if I received $3 or more.","Question not asked","Question not asked"
"140","id0162",41,"Male","control",0,0,474722,"My main strategy was to ask myself if the distribution was insultingly low, if it was, I would reject. If it was fair, or just a bit low, I would accept.","Question not asked","Question not asked"
"141","id0163",26,"male","control",5,0.25,415685,"no","Question not asked","Question not asked"
"142","id0164",30,"Male","control",0,0,342650,"Anything worse than 50/50 I rejected out of principle.","Question not asked","Question not asked"
"143","id0165",19,"Female","control",0,0,465459,"Originally I was going to accept all offers, then I became more biased against AI, then I wouldn't accept anything under $5","Question not asked","Question not asked"
"144","id0166",54,"Male","training_receiver_self",6,0.3,606274,"bI accepted proposals with low reward to increase my chances of earning more rewards in the follow up","Question not asked","Question not asked"
"145","id0168",49,"Male","training_receiver_self",0,0,572650,"70/30 minimum split","Question not asked","Question not asked"
"146","id0170",50,"MALE","control",4,0.2,891900,"I decided to accept offers higher than 2$","Question not asked","Question not asked"
"147","id0171",41,"Male","training_receiver_self",0,0,463753,"I would accept anything that I made $4 or more on.","Question not asked","Question not asked"
"148","id0172",22,"Female","control",3,0.15,423328,"no","Question not asked","Question not asked"
"149","id0173",52,"female","control",5,0.25,750176,"Human offerer is getting 3X the offer for taking part in the sudy so I didn't want them to loose out and the AI didn't matter so I just excepted the money for myself. ","Question not asked","Question not asked"
"150","id0174",27,"female","training_receiver_self",6,0.3,951986,"no","Question not asked","Question not asked"
"151","id0175",26,"Female","control",0,0,873062,"No","Question not asked","Question not asked"
"152","id0176",65,"Female","control",0,0,367038,"If they were very unequal, I rejected them.","Question not asked","Question not asked"
"153","id0177",42,"female","training_receiver_self",3,0.15,622050,"I wanted to accept all offers because I am training the AI to accept all offers","Question not asked","Question not asked"
"154","id0179",26,"FEMALE","control",0,0,967140,"NO","Question not asked","Question not asked"
"155","id0180",37,"Male","training_receiver_self",0,0,1198337,"I just wanted it to be somewhat even","Question not asked","Question not asked"
"156","id0181",22,"Female","control",6,0.3,679076,"Yes .I was looking out for the best offers","Question not asked","Question not asked"
"157","id0182",27,"Female","control",0,0,843729,"I was fine with sharing equally, or 80-20 but i felt it was wrong to go low to 90-10","Question not asked","Question not asked"
"158","id0183",24,"Female","control",5,0.25,355296,"I only accepted if it was an almost equal offer, whether it was from a human or AI.","Question not asked","Question not asked"
"159","id0184",25,"Female","training_receiver_self",6,0.3,2198370,"no","Question not asked","Question not asked"
"160","id0185",41,"Female","control",6,0.3,450804,"I would consider if I made $3 or more.","Question not asked","Question not asked"
"161","id0186",34,"male","control",0,0,520159,"I was more ok with a low ball from the AI than the human","Question not asked","Question not asked"
"162","id0187",29,"Female","control",5,0.25,403541,"My strategy was to try and get the most from the AI and be willing to share more with the actual participant. I tried to not be greedy.","Question not asked","Question not asked"
"163","id0188",40,"Male","training_receiver_self",4,0.2,958360,"I can see no rational reason whatsoever to reject any offer as long as all of those offers offer me any money and every offer is being used to train an AI that that will accept or reject my future offers and that I get a greater bonus for what I offer in the future. I could only see myself rejecting if I had received no money OR if some of the trial runs were not being used to train AI. But every trial run(including those from the human participant) here indicated it was being used to train the AI.","Question not asked","Question not asked"
"164","id0189",50,"Female","training_receiver_self",0,0,652440,"i just rejected most that didnt give me more money","Question not asked","Question not asked"
"165","id0190",40,"M","training_receiver_self",0,0,546684,"Train the AI to want nothing","Question not asked","Question not asked"
"166","id0191",27,"Male","control",0,0,926913,"I didn't use any strategy","Question not asked","Question not asked"
"167","id0192",35,"Male","control",5,0.25,588367,"I have reviewed the previous offer and am prepared to either accept or reject it.","Question not asked","Question not asked"
"168","id0193",34,"Female","control",1,0.05,631016,"I rejected the first offer then accepted all offers after that","Question not asked","Question not asked"
"169","id0194",22,"male","training_receiver_self",2,0.1,799688,"accept all","Question not asked","Question not asked"
"170","id0195",35,"Female","training_receiver_self",4,0.2,576947,"I was preparing the AI for the next phase in order to capitalize my earnings","Question not asked","Question not asked"
"171","id0196",30,"female","control",0,0,482089,"I chose answers that were mostly fair for both me and the proposer.","Question not asked","Question not asked"
"172","id0197",35,"Female","control",0,0,384397,"No","Question not asked","Question not asked"
"173","id0198",34,"Male","training_receiver_self",6,0.3,502238,"I wasn't going to accept anything less than $4.00","Question not asked","Question not asked"
"174","id0199",55,"female","training_receiver_self",0,0,584043,"I only accepted offers that were fair or beneficial to me","Question not asked","Question not asked"
"175","id0200",63,"Female","training_receiver_self",5,0.25,791411,"fairness for both sides","Question not asked","Question not asked"
"176","id0201",39,"female","control",5,0.25,618375,"I decided to accept the offers regardless of how much money I would receive because any amount awarded is more than zero. ","Question not asked","Question not asked"
"177","id0202",27,"Male","training_receiver_self",0,0,666960,"Equity, fairness","Question not asked","Question not asked"
"178","id0203",26,"Trans woman","training_receiver_self",4,0.2,417238,"My approach was simple -- their offer to me had to be at least $4, that is, something reasonably close to equal, for me to accept. Otherwise, I rejected.","Question not asked","Question not asked"
"179","id0204",36,"Female","control",2,0.1,797143,"N/A","Question not asked","Question not asked"
"180","id0205",28,"Female","control",5,0.25,388494,"If it was a participant, as long as the offer was somewhat fair - 40/60, I would accept. If it was AI, I was less lenient on this, though was okay with 60/40.","Question not asked","Question not asked"
"181","id0206",57,"female","training_receiver_self",4,0.2,659703,"3 and under I rejected. ","Question not asked","Question not asked"
"182","id0207",41,"female","training_receiver_self",5,0.25,773239,"the most fair amount of money","Question not asked","Question not asked"
"183","id0208",64,"Male","training_receiver_self",6,0.3,634906,"Since the intent is to train an AI, I only accepted offers in which I received 50% or more of the total.","Question not asked","Question not asked"
"184","id0209",40,"Female","control",5,0.25,384060,"I didn't accept anything that gave me less than $4","Question not asked","Question not asked"
"185","id0210",37,"Female","control",0,0,453989,"how equally divided the funds were between the two of us","Question not asked","Question not asked"
"186","id0211",59,"female","training_receiver_self",0,0,684349,"I just tried to get as close to a 50/50 split as possible.","Question not asked","Question not asked"
"187","id0212",44,"male","control",5,0.25,343835,"I did not accept anything where I earned less than $4","Question not asked","Question not asked"
"188","id0213",34,"Male","control",2,0.1,454318,"Yes, any offer where I received $2 or more, I accepted. I wanted to earn a bonus and I thought $.10 or more would be a worthwhile bonus.","Question not asked","Question not asked"
"189","id0214",43,"female","control",5,0.25,413646,"I just chose which one seemed better for me to earn the most money","Question not asked","Question not asked"
"190","id0215",26,"female","control",6,0.3,322100,"I would accept if it was even or if I was offered more","Question not asked","Question not asked"
"191","id0217",40,"Male","training_receiver_self",6,0.3,1309472,"$5 or higher I would accept. $3 or lower I would refuse. I would take turns refusing and accepting $4.","Question not asked","Question not asked"
"192","id0218",44,"male","training_receiver_self",5,0.25,849449,"no","Question not asked","Question not asked"
"193","id0220",44,"Male","control",6,0.3,495272,"If I got 5 or more, then I accept. Less than that and it's rejected.","Question not asked","Question not asked"
"194","id0221",42,"male","control",4,0.2,410845,"Accept nothing less than $4","Question not asked","Question not asked"
"195","id0222",58,"Male","control",6,0.3,520911,"I rejected any offer where I got $3 or less.","Question not asked","Question not asked"
"196","id0223",38,"f","training_receiver_self",0,0,545231,"i wanted at least half of the offer","Question not asked","Question not asked"
"197","id0224",25,"Male","control",0,0,433490,"I rejected offers lower than $4","Question not asked","Question not asked"
"198","id0225",33,"male","training_receiver_self",5,0.25,652722,"i did not have any strategy ","Question not asked","Question not asked"
"199","id0226",21,"male","training_receiver_self",5,0.25,1260761,"Since I get at least $1 when I accept and get $0 when I reject, it would be best to accept every offer. Since it is used to train the AI that I will be proposing to, if I accept the they get $9 and I get $1, when I propose, I could just propose all I get $9 and they get $1 and the AI will accept all of my offers, gaining me much more money in the future.","Question not asked","Question not asked"
"200","id0227",29,"Female","training_receiver_self",6,0.3,856438,"I tried to take an offer that gave me $4 and up","Question not asked","Question not asked"
"201","id0228",42,"Female","control",6,0.3,922054,"If I received less than 3 dollars I felt the offer was not worth accepting","Question not asked","Question not asked"
"202","id0229",44,"FEMALE","control",5,0.25,504540,"If the offer was equitable at my base of a 60/40 split either way, I would accept the offer. Anything else I regarded as greed.","Question not asked","Question not asked"
"203","id0230",34,"Male","training_receiver_self",0,0,1301078,"No","Question not asked","Question not asked"
"204","id0231",56,"female","control",0,0,533706,"i would like at least half or nothing at all","Question not asked","Question not asked"
"205","id0232",50,"female","training_receiver_self",0,0,1142468,"no","Question not asked","Question not asked"
"206","id0233",28,"Male","training_receiver_self",0,0,1069302,"No","Question not asked","Question not asked"
"207","id0234",37,"male","control",1,0.05,607040,"no","Question not asked","Question not asked"
"208","id0235",24,"MALE","training_receiver_self",0,0,1309804,"Fairness: I aimed to accept offers with a relatively equal split (e.g., $5-$5) and reject those with significant imbalances e.g. $9-$1.","Question not asked","Question not asked"
"209","id0236",45,"male","training_receiver_self",6,0.3,666510,"Nothing less than 40 percent ","Question not asked","Question not asked"
"210","id0237",31,"man","control",0,0,842041,"I wanted at least $4 out of the $10. ","Question not asked","Question not asked"
"211","id0240",34,"male","control",0,0,1240674,"I chose what I thought would be a better profit","Question not asked","Question not asked"
"212","id0241",43,"male","control",0,0,650948," dont accept less then half","Question not asked","Question not asked"
"213","id0242",43,"Male","training_receiver_self",0,0,1581829,"I followed a strategy in which i earn a lot of money. I focused on my portion of share.","Question not asked","Question not asked"
"214","id0243",40,"female","control",4,0.2,1400650,"i just didnt want any of us to lose.","Question not asked","Question not asked"
"215","id0244",51,"female","training_receiver_self",0,0,548388,"Don't accept anything under $4","Question not asked","Question not asked"
"216","id0245",28,"Female","training_receiver_self",0,0,551280,"I rejected all offers less than $5 given to me.","Question not asked","Question not asked"
"217","id0246",34,"female","training_receiver_self",5,0.25,825517,",","Question not asked","Question not asked"
"218","id0247",49,"male","training_receiver_self",6,0.3,626468,"Nothing in particular. ","Question not asked","Question not asked"
"219","id0249",30,"Male","training_receiver_self",3,0.15,660107,"I accepted all offers so that the AI will learn to accept whatever offer I send it in the follow up trial.","Question not asked","Question not asked"
"220","id0250",50,"female","control",4,0.2,613154,"I accepted most offers unless they were only $1. Mainly because I wouldn't get a bonus otherwise.","Question not asked","Question not asked"
"221","id0251",23,"female","control",4,0.2,340162,"I was going to take any offer besides one where I was offered only $1, don't be stingy!","Question not asked","Question not asked"
"222","id0252",29,"Female","training_receiver_self",0,0,751648,"I wanted to receive at least 6 dollars because I'm greedy.","Question not asked","Question not asked"
"223","id0254",32,"Female","control",2,0.1,390887,"I accepted the ones that I thought were fair, recieving one dollar when they got nine didnt seem fair","Question not asked","Question not asked"
"224","id0255",30,"male","training_receiver_self",2,0.1,1710953,"not been greedy","Question not asked","Question not asked"
