"","id","training_condition"
"209","id0114","training_receiver_self"
"210","id0115","control"
"211","id0116","control"
"212","id0117","control"
"213","id0118","control"
"214","id0119","control"
"215","id0120","training_receiver_self"
"216","id0120","training_receiver_self"
"217","id0121","control"
"218","id0122","control"
"219","id0123","control"
"220","id0124","training_receiver_self"
"221","id0124","training_receiver_self"
"222","id0125","control"
"223","id0126","training_receiver_self"
"224","id0127","control"
"225","id0128","control"
"226","id0129","control"
"227","id0130","control"
"228","id0131","control"
"229","id0132","training_receiver_self"
"230","id0133","control"
"231","id0134","training_receiver_self"
"232","id0135","training_receiver_self"
"233","id0135","training_receiver_self"
"234","id0136","training_receiver_self"
"235","id0137","training_receiver_self"
"236","id0138","training_receiver_self"
"237","id0139","training_receiver_self"
"238","id0139","training_receiver_self"
"239","id0140","training_receiver_self"
"240","id0140","training_receiver_self"
"241","id0141","control"
"242","id0142","control"
"243","id0143","control"
"244","id0144","control"
"245","id0145","training_receiver_self"
"246","id0146","control"
"247","id0147","control"
"248","id0148","training_receiver_self"
"249","id0148","training_receiver_self"
"250","id0149","control"
"251","id0150","control"
"252","id0151","training_receiver_self"
"253","id0152","training_receiver_self"
"254","id0152","training_receiver_self"
"255","id0153","training_receiver_self"
"256","id0154","control"
"257","id0155","control"
"258","id0156","control"
"259","id0157","control"
"260","id0158","control"
"261","id0158","control"
"262","id0159","training_receiver_self"
"263","id0159","training_receiver_self"
"264","id0160","training_receiver_self"
"265","id0161","control"
"266","id0162","control"
"267","id0163","control"
"268","id0164","control"
"269","id0165","control"
"270","id0166","training_receiver_self"
"271","id0167","training_receiver_self"
"272","id0168","training_receiver_self"
"273","id0168","training_receiver_self"
"274","id0169","training_receiver_self"
"275","id0169","training_receiver_self"
"276","id0169","training_receiver_self"
"277","id0169","training_receiver_self"
"278","id0170","control"
"279","id0171","training_receiver_self"
"280","id0172","control"
"281","id0173","control"
"282","id0174","training_receiver_self"
"283","id0174","training_receiver_self"
"284","id0175","control"
"285","id0175","control"
"286","id0176","control"
"287","id0177","training_receiver_self"
"288","id0178","training_receiver_self"
"289","id0178","training_receiver_self"
"290","id0179","control"
"291","id0180","training_receiver_self"
"292","id0180","training_receiver_self"
"293","id0180","training_receiver_self"
"294","id0180","training_receiver_self"
"295","id0180","training_receiver_self"
"296","id0180","training_receiver_self"
"297","id0181","control"
"298","id0182","control"
"299","id0183","control"
"300","id0184","training_receiver_self"
"301","id0184","training_receiver_self"
"302","id0184","training_receiver_self"
"303","id0185","control"
"304","id0185","control"
"305","id0186","control"
"306","id0187","control"
"307","id0188","training_receiver_self"
"308","id0189","training_receiver_self"
"309","id0190","training_receiver_self"
"310","id0191","control"
"311","id0191","control"
"312","id0191","control"
"313","id0192","control"
"314","id0193","control"
"315","id0194","training_receiver_self"
"316","id0194","training_receiver_self"
"317","id0194","training_receiver_self"
"318","id0195","training_receiver_self"
"319","id0196","control"
"320","id0197","control"
"321","id0198","training_receiver_self"
"322","id0199","training_receiver_self"
"323","id0200","training_receiver_self"
"324","id0200","training_receiver_self"
"325","id0201","control"
"326","id0202","training_receiver_self"
"327","id0203","training_receiver_self"
"328","id0204","control"
"329","id0204","control"
"330","id0205","control"
"331","id0206","training_receiver_self"
"332","id0207","training_receiver_self"
"333","id0207","training_receiver_self"
"334","id0207","training_receiver_self"
"335","id0207","training_receiver_self"
"336","id0208","training_receiver_self"
"337","id0209","control"
"338","id0210","control"
"339","id0211","training_receiver_self"
"340","id0211","training_receiver_self"
"341","id0212","control"
"342","id0213","control"
"343","id0214","control"
"344","id0214","control"
"345","id0215","control"
"346","id0216","training_receiver_self"
"347","id0217","training_receiver_self"
"348","id0217","training_receiver_self"
"349","id0218","training_receiver_self"
"350","id0218","training_receiver_self"
"351","id0219","control"
"352","id0220","control"
"353","id0221","control"
"354","id0222","control"
"355","id0223","training_receiver_self"
"356","id0223","training_receiver_self"
"357","id0224","control"
"358","id0225","training_receiver_self"
"359","id0226","training_receiver_self"
"360","id0227","training_receiver_self"
"361","id0228","control"
"362","id0229","control"
"363","id0230","training_receiver_self"
"364","id0231","control"
"365","id0232","training_receiver_self"
"366","id0232","training_receiver_self"
"367","id0233","training_receiver_self"
"368","id0233","training_receiver_self"
"369","id0233","training_receiver_self"
"370","id0234","control"
"371","id0235","training_receiver_self"
"372","id0235","training_receiver_self"
"373","id0236","training_receiver_self"
"374","id0236","training_receiver_self"
"375","id0237","control"
"376","id0238","training_receiver_self"
"377","id0238","training_receiver_self"
"378","id0238","training_receiver_self"
"379","id0238","training_receiver_self"
"380","id0238","training_receiver_self"
"381","id0238","training_receiver_self"
"382","id0238","training_receiver_self"
"383","id0239","training_receiver_self"
"384","id0239","training_receiver_self"
"385","id0240","control"
"386","id0240","control"
"387","id0241","control"
"388","id0242","training_receiver_self"
"389","id0243","control"
"390","id0244","training_receiver_self"
"391","id0245","training_receiver_self"
"392","id0246","training_receiver_self"
"393","id0247","training_receiver_self"
"394","id0248","training_receiver_self"
"395","id0248","training_receiver_self"
"396","id0248","training_receiver_self"
"397","id0249","training_receiver_self"
"398","id0250","control"
"399","id0251","control"
"400","id0252","training_receiver_self"
"401","id0252","training_receiver_self"
"402","id0253","training_receiver_self"
"403","id0253","training_receiver_self"
"404","id0253","training_receiver_self"
"405","id0254","control"
"406","id0255","training_receiver_self"
"407","id0255","training_receiver_self"
"408","id0255","training_receiver_self"
"409","id0255","training_receiver_self"
"410","id0255","training_receiver_self"
