"","id","training_condition"
"331","id0232","training_receiver_self"
"332","id0232","training_receiver_self"
"333","id0233","training_receiver_self"
"334","id0234","training_receiver_others"
"335","id0235","control"
"336","id0236","training_receiver_others"
"337","id0237","control"
"338","id0238","training_receiver_others"
"339","id0239","control"
"340","id0240","training_receiver_self"
"341","id0240","training_receiver_self"
"342","id0241","training_receiver_self"
"343","id0241","training_receiver_self"
"344","id0241","training_receiver_self"
"345","id0242","training_receiver_others"
"346","id0243","control"
"347","id0243","control"
"348","id0244","control"
"349","id0245","training_receiver_self"
"350","id0246","training_receiver_others"
"351","id0247","training_receiver_self"
"352","id0248","training_receiver_self"
"353","id0249","training_receiver_self"
"354","id0249","training_receiver_self"
"355","id0249","training_receiver_self"
"356","id0249","training_receiver_self"
"357","id0249","training_receiver_self"
"358","id0249","training_receiver_self"
"359","id0249","training_receiver_self"
"360","id0250","training_receiver_self"
"361","id0250","training_receiver_self"
"362","id0251","training_receiver_others"
"363","id0252","training_receiver_others"
"364","id0253","training_receiver_others"
"365","id0254","control"
"366","id0255","training_receiver_others"
"367","id0256","control"
"368","id0257","control"
"369","id0258","control"
"370","id0258","control"
"371","id0258","control"
"372","id0259","training_receiver_self"
"373","id0260","training_receiver_others"
"374","id0260","training_receiver_others"
"375","id0261","control"
"376","id0262","training_receiver_others"
"377","id0262","training_receiver_others"
"378","id0262","training_receiver_others"
"379","id0263","training_receiver_self"
"380","id0264","control"
"381","id0264","control"
"382","id0265","control"
"383","id0265","control"
"384","id0266","training_receiver_self"
"385","id0266","training_receiver_self"
"386","id0267","training_receiver_self"
"387","id0267","training_receiver_self"
"388","id0268","control"
"389","id0269","training_receiver_others"
"390","id0270","training_receiver_self"
"391","id0270","training_receiver_self"
"392","id0270","training_receiver_self"
"393","id0271","training_receiver_others"
"394","id0271","training_receiver_self"
"395","id0272","training_receiver_self"
"396","id0273","training_receiver_self"
"397","id0274","training_receiver_self"
"398","id0275","training_receiver_self"
"399","id0276","control"
"400","id0277","control"
"401","id0278","training_receiver_self"
"402","id0279","control"
"403","id0279","control"
"404","id0280","training_receiver_self"
"405","id0281","control"
"406","id0282","training_receiver_others"
"407","id0283","training_receiver_self"
"408","id0283","training_receiver_self"
"409","id0283","training_receiver_self"
"410","id0284","training_receiver_self"
"411","id0284","training_receiver_self"
"412","id0284","training_receiver_self"
"413","id0285","training_receiver_self"
"414","id0285","training_receiver_self"
"415","id0286","training_receiver_self"
"416","id0287","control"
"417","id0288","training_receiver_self"
"418","id0288","training_receiver_self"
"419","id0289","control"
"420","id0290","training_receiver_self"
"421","id0290","training_receiver_self"
"422","id0290","training_receiver_self"
"423","id0291","control"
"424","id0292","control"
"425","id0293","training_receiver_self"
"426","id0294","training_receiver_others"
"427","id0294","training_receiver_others"
"428","id0295","training_receiver_self"
"429","id0296","training_receiver_self"
"430","id0297","training_receiver_self"
"431","id0298","training_receiver_others"
"432","id0299","training_receiver_others"
"433","id0300","control"
"434","id0301","training_receiver_self"
"435","id0302","training_receiver_self"
"436","id0302","training_receiver_self"
"437","id0303","training_receiver_others"
"438","id0304","training_receiver_self"
"439","id0305","training_receiver_others"
"440","id0306","training_receiver_self"
"441","id0307","training_receiver_self"
"442","id0308","control"
"443","id0309","training_receiver_self"
"444","id0309","training_receiver_self"
"445","id0310","training_receiver_others"
"446","id0310","training_receiver_others"
"447","id0310","training_receiver_others"
"448","id0311","training_receiver_others"
"449","id0311","training_receiver_others"
"450","id0312","training_receiver_others"
"451","id0312","training_receiver_others"
"452","id0312","training_receiver_others"
"453","id0313","training_receiver_self"
"454","id0314","training_receiver_self"
"455","id0315","control"
"456","id0316","control"
"457","id0317","training_receiver_self"
"458","id0317","training_receiver_self"
"459","id0317","training_receiver_self"
"460","id0318","training_receiver_self"
"461","id0319","training_receiver_others"
"462","id0320","control"
"463","id0321","control"
"464","id0322","training_receiver_others"
"465","id0323","control"
"466","id0324","training_receiver_others"
"467","id0324","training_receiver_others"
"468","id0325","control"
"469","id0325","training_receiver_others"
"470","id0326","training_receiver_self"
"471","id0326","training_receiver_self"
"472","id0327","control"
"473","id0328","training_receiver_others"
"474","id0328","training_receiver_others"
"475","id0329","training_receiver_self"
"476","id0329","training_receiver_others"
"477","id0330","training_receiver_others"
"478","id0330","training_receiver_others"
"479","id0330","training_receiver_others"
"480","id0330","training_receiver_others"
"481","id0331","control"
"482","id0332","training_receiver_self"
"483","id0333","training_receiver_others"
"484","id0333","training_receiver_others"
"485","id0333","training_receiver_others"
"486","id0333","training_receiver_others"
"487","id0333","training_receiver_others"
"488","id0334","training_receiver_others"
"489","id0335","training_receiver_others"
"490","id0335","training_receiver_others"
"491","id0335","training_receiver_others"
"492","id0336","training_receiver_self"
"493","id0336","training_receiver_self"
"494","id0337","training_receiver_others"
"495","id0338","control"
"496","id0338","control"
"497","id0339","training_receiver_self"
"498","id0340","control"
"499","id0341","training_receiver_self"
"500","id0342","training_receiver_others"
"501","id0343","control"
"502","id0344","training_receiver_others"
"503","id0345","training_receiver_others"
"504","id0346","training_receiver_others"
"505","id0347","training_receiver_self"
"506","id0348","control"
"507","id0349","training_receiver_others"
"508","id0350","training_receiver_self"
"509","id0350","training_receiver_self"
"510","id0351","control"
"511","id0352","control"
"512","id0353","control"
"513","id0354","control"
"514","id0355","control"
"515","id0356","training_receiver_self"
"516","id0357","training_receiver_self"
"517","id0357","training_receiver_self"
"518","id0357","training_receiver_self"
"519","id0357","training_receiver_self"
"520","id0358","training_receiver_self"
"521","id0359","training_receiver_self"
"522","id0360","training_receiver_others"
"523","id0361","control"
"524","id0362","control"
"525","id0362","control"
"526","id0362","control"
"527","id0362","control"
"528","id0362","control"
"529","id0363","training_receiver_self"
"530","id0363","training_receiver_self"
"531","id0363","training_receiver_self"
"532","id0364","training_receiver_self"
"533","id0364","training_receiver_self"
"534","id0364","training_receiver_self"
"535","id0365","training_receiver_others"
"536","id0366","control"
"537","id0367","training_receiver_self"
"538","id0367","training_receiver_self"
"539","id0368","control"
"540","id0369","training_receiver_others"
"541","id0369","training_receiver_others"
"542","id0370","training_receiver_self"
"543","id0370","training_receiver_self"
"544","id0370","training_receiver_self"
"545","id0370","training_receiver_self"
"546","id0370","training_receiver_self"
"547","id0370","training_receiver_self"
"548","id0371","control"
"549","id0372","training_receiver_others"
"550","id0372","training_receiver_others"
"551","id0372","training_receiver_others"
"552","id0373","control"
"553","id0374","training_receiver_others"
"554","id0374","training_receiver_others"
"555","id0375","control"
"556","id0376","training_receiver_others"
"557","id0377","training_receiver_others"
"558","id0378","training_receiver_others"
"559","id0378","training_receiver_others"
"560","id0379","control"
"561","id0380","training_receiver_self"
"562","id0380","training_receiver_self"
"563","id0381","training_receiver_self"
"564","id0382","control"
"565","id0383","control"
"566","id0383","control"
"567","id0383","control"
"568","id0383","control"
